num,lat,lon
1,49.017790866419574,8.441161365119223
9,49.01779260404448,8.441163110396257
14,49.017794275792824,8.441164391033714
22,49.01779602307975,8.441165387422284
30,49.01779794662325,8.441166288405098
35,49.01779994671022,8.441167222330384
53,49.017801671483575,8.441168025403615
57,49.01780358381419,8.44116858158504
61,49.01780540453811,8.441169541801019
65,49.017807424826294,8.441170230848506
69,49.01780960125956,8.441170941050746
72,49.01781143188495,8.441171436679205
75,49.017813512450395,8.441171618295641
78,49.01781601889012,8.441171579083784
80,49.017817958376284,8.441171234657071
82,49.01782011973454,8.44117011680911
84,49.01782254017003,8.44116901819974
86,49.01782531761279,8.441167753187019
88,49.0178285810556,8.44116613414991
89,49.01783031006192,8.44116509561229
90,49.01783201466928,8.441163843949578
91,49.017833677050284,8.441162414563033
92,49.017835279987985,8.441160906223605
93,49.01783677622093,8.441159353271136
95,49.017839517585486,8.441156341469862
97,49.017841578594336,8.441153617432752
99,49.01784283764754,8.441151452524428
106,49.01784363788482,8.441149558473969
116,49.01784259295111,8.441151983704883
118,49.01784144599625,8.441154662978239
120,49.01784000174194,8.441158061343305
122,49.017838238158156,8.441162270413805
123,49.01783721317357,8.441164721156794
124,49.0178360860284,8.441167425559305
125,49.017834890039694,8.441170392607862
126,49.01783362412,8.44117357527954
127,49.01783229079021,8.441176979851614
128,49.01783090465746,8.441180569506475
129,49.01782945208073,8.44118436749208
130,49.01782796850291,8.44118833415914
131,49.017826449091814,8.441192479153662
132,49.017824870566265,8.441196741995956
133,49.01782322500658,8.441201100934315
134,49.0178215265641,8.44120556010241
135,49.01781979027449,8.441210131394701
136,49.017818042000776,8.441214855902677
137,49.01781626799211,8.441219752874082
138,49.01781443545113,8.441224870243643
139,49.01781253468893,8.441230242143419
140,49.01781057256836,8.441235832541315
141,49.01780855544641,8.441241654710167
142,49.017806436866465,8.441247703656568
143,49.01780423199222,8.441253990039092
144,49.017801988342875,8.441260512634658
145,49.01779970627601,8.441267263204828
146,49.01779737853259,8.441274272690901
147,49.01779495459078,8.441281461591638
148,49.01779243985273,8.441288806245486
149,49.01778986614116,8.441296354959986
150,49.01778726647822,8.441304111639482
151,49.01778463650049,8.441312052494123
152,49.01778194864863,8.441320133233788
153,49.017779218034555,8.441328319037456
154,49.01777650525148,8.441336579762497
155,49.01777380757225,8.441344903819582
156,49.01777108503747,8.441353275979793
157,49.017768334438436,8.44136167441485
158,49.01776552255595,8.441370092826881
159,49.01776268924,8.441378592911182
160,49.01775983079856,8.441387143933028
161,49.01775693026442,8.441395775586933
162,49.01775397363865,8.441404456180397
163,49.017750955123915,8.441413184279815
164,49.01774788713596,8.441421994087575
165,49.01774480600056,8.441430845663849
166,49.01774169640054,8.441439748746541
167,49.01773854001398,8.441448696184672
168,49.017735362942155,8.441457675593801
169,49.01773215588402,8.441466750504464
170,49.017728912394325,8.44147587634244
171,49.01772562088406,8.441485077738173
172,49.01772227932845,8.441494331727304
173,49.017718928709485,8.441503731847773
174,49.017715589871955,8.441513219043538
175,49.017712203741155,8.441522782767533
176,49.017708827534705,8.441532392630103
177,49.01770545427251,8.441542110998359
178,49.0177020951665,8.44155196757849
179,49.01769871717937,8.441561922326782
180,49.017695366746935,8.44157192337291
181,49.01769204790456,8.441582020657782
182,49.017688741772545,8.441592169742806
183,49.01768540233659,8.44160245503956
184,49.017682051820955,8.44161279814413
185,49.01767868718877,8.441623169373317
186,49.01767529005519,8.441633515326588
187,49.01767184905188,8.44164385959256
188,49.01766839772047,8.44165424597228
189,49.017664946789225,8.441664724527014
190,49.01766143147101,8.441675258428969
191,49.01765789708603,8.441685811126389
192,49.017654408665976,8.441696358353546
193,49.01765091918852,8.441706832615463
194,49.01764747325042,8.4417172648519
195,49.017644011348374,8.441727635490658
196,49.01764055194027,8.44173800584808
197,49.017637090675194,8.441748337187892
198,49.01763364114396,8.441758551844023
199,49.01763026380192,8.441768669408296
200,49.017626852659056,8.441778682561555
201,49.01762341001115,8.441788646615889
202,49.01761999389937,8.441798469155554
203,49.01761662984381,8.441808177037315
204,49.01761338393532,8.441817727514048
205,49.01761012920924,8.441827087117954
206,49.01760690639702,8.441836249603584
207,49.01760377913719,8.441845378759956
208,49.01760073638126,8.441854326837142
209,49.01759779487966,8.441863178440205
210,49.01759499993073,8.441871915189735
211,49.017592330920834,8.441880562800591
212,49.017589756489194,8.441889068716982
213,49.0175872746536,8.441897481644403
214,49.01758491364478,8.441905830091857
215,49.0175827452627,8.44191418978523
216,49.01758073654484,8.441922579728901
217,49.01757892587389,8.441931001140834
218,49.01757732188553,8.441939455749843
219,49.017575936538506,8.441947917333284
220,49.01757476316649,8.441956400771963
221,49.01757382038205,8.4419649532323
222,49.01757314378354,8.44197354754366
223,49.0175727263994,8.441982112072695
224,49.01757260232181,8.441990654249492
225,49.01757273967824,8.441999092402162
226,49.017573174012654,8.442007452353499
227,49.017573867117754,8.442015733674083
228,49.01757474797644,8.442023836830353
229,49.0175758524451,8.442031774840432
230,49.017577264176076,8.442039507883234
231,49.017578945356135,8.442046903805354
232,49.01758079185703,8.44205425660499
233,49.01758285030901,8.442061604978553
234,49.017585262105996,8.44206879424485
235,49.01758795165207,8.44207582191722
236,49.01759084469483,8.442082645451523
237,49.01759383835633,8.442089223381336
238,49.01759708082387,8.442095543002926
239,49.017600625790884,8.442101560374509
240,49.01760432481178,8.442107407946237
241,49.01760823264891,8.442113026438346
242,49.017612315528226,8.442118384958537
243,49.01761652763951,8.442123443902275
244,49.01762086783804,8.442128220259278
245,49.017625337143684,8.442132787945074
246,49.01762997801262,8.44213732709924
247,49.017634795857816,8.442141685997274
248,49.01763975182538,8.442145825141415
249,49.01764477018144,8.442149812988385
250,49.01764985056813,8.442153664543678
251,49.01765505258721,8.442157471588203
252,49.01766045033831,8.442161256410973
