num,lat,lon
11,59.34648876331325,18.072841478915365
12,59.34648880012752,18.072841505877285
13,59.34648883395292,18.072841537428758
14,59.34648886068693,18.072841574858984
15,59.34648887768646,18.072841612593898
16,59.346488882522685,18.07284164810617
17,59.34648887372754,18.072841668899567
18,59.34648885759088,18.072841663304168
19,59.346488843547554,18.072841636906112
20,59.34648883113645,18.072841604077073
21,59.34648882156692,18.072841591858623
22,59.34648881564554,18.07284160270409
23,59.346488804102115,18.07284161170764
24,59.34648878775847,18.072841610678303
25,59.34648877608415,18.07284160624126
26,59.34648876895342,18.072841604331597
27,59.346488763585356,18.07284160715725
28,59.34648875982976,18.072841612934976
29,59.346488763173156,18.07284161340343
30,59.346488775200896,18.07284159892267
31,59.34648879286936,18.072841570990445
32,59.34648880773451,18.07284153845583
33,59.3464888192868,18.07284151709511
34,59.34648882754753,18.07284150830738
35,59.34648883245246,18.0728415128131
36,59.346488837001594,18.072841539085406
37,59.34648883544971,18.072841591919442
38,59.34648882483251,18.072841646970225
39,59.346488806159904,18.072841685484892
40,59.346488784146395,18.07284169987041
41,59.34648876568432,18.07284169385586
42,59.34648875221912,18.072841678570473
43,59.346488740833045,18.07284166500536
44,59.346488736592065,18.072841659857772
45,59.3464887467791,18.07284166007985
46,59.346488762063274,18.07284165780131
47,59.34648877915718,18.07284165452837
48,59.346488796185945,18.072841660958186
49,59.346488803506055,18.072841675697333
50,59.346488805498915,18.072841698423364
51,59.34648880398777,18.07284172231231
52,59.346488798823515,18.072841741976898
53,59.346488789415766,18.072841755349543
54,59.34648878025592,18.072841757447783
55,59.346488772827335,18.072841742606588
56,59.34648877304285,18.072841698663268
57,59.34648879165358,18.072841602473243
58,59.34648883147748,18.072841413521427
59,59.34648889013093,18.072841093632448
60,59.34648895214436,18.072840675319544
61,59.346488998908086,18.072840198540373
62,59.34648902972781,18.072839639237934
63,59.34648902433858,18.072838971469007
64,59.34648896316735,18.072838172846517
65,59.34648884612961,18.07283720853233
66,59.346488703733655,18.072836147878323
67,59.34648859970812,18.072835004893818
68,59.346488540812615,18.072833680058473
69,59.34648849753883,18.072832180580786
70,59.34648846471652,18.072830584673483
71,59.34648845231516,18.07282894868412
72,59.34648848455652,18.072827378687595
73,59.34648858808973,18.072826013700183
74,59.34648875720351,18.07282460125069
75,59.3464889617603,18.07282321225444
76,59.34648915115353,18.07282190527484
77,59.346489309672705,18.072820625759753
78,59.346489470286976,18.072819280912043
79,59.346489644379446,18.0728177758453
80,59.34648984721342,18.072816127513665
81,59.34649007359469,18.0728144202171
82,59.346490291256764,18.072812609041684
83,59.34649049457054,18.072810728852833
84,59.34649067145482,18.072808799730776
85,59.34649081113573,18.072806758217695
86,59.34649094089646,18.07280471514088
87,59.34649108324915,18.072802755504693
88,59.34649125910444,18.07280073455578
89,59.346491473783175,18.07279870479528
90,59.34649171094261,18.07279657382759
91,59.34649196460317,18.072794327619516
92,59.34649219732868,18.072791998477236
93,59.34649243055906,18.072789660110686
94,59.34649268377554,18.072787338841252
95,59.34649296749659,18.072785043385903
96,59.34649321528984,18.07278282648866
97,59.3464934264832,18.072780471090965
98,59.34649363253912,18.072778102805543
99,59.34649386592296,18.07277558423163
100,59.34649411414685,18.072773158670685
101,59.3464943435655,18.07277082334703
102,59.34649457611158,18.072768424022744
103,59.34649481255905,18.072765942012374
104,59.34649508334204,18.07276334773109
105,59.34649537887524,18.07276087685155
106,59.34649570412822,18.072758581840944
107,59.3464960100085,18.072756359853003
108,59.346496292113656,18.07275399804584
109,59.34649655558131,18.072751575249963
110,59.34649681382902,18.07274905727997
111,59.34649703954095,18.072746634200026
112,59.34649724311818,18.07274419314044
113,59.346497451223705,18.07274174146349
114,59.34649764048981,18.072739246981104
115,59.346497791454816,18.072736801831766
116,59.34649793711526,18.07273442390301
117,59.34649812023089,18.072732213262086
118,59.3464983150709,18.072729975632395
119,59.34649856285474,18.072727638026816
120,59.346498877604006,18.072725104911168
121,59.34649918803401,18.072722583484097
122,59.346499470488915,18.072720005925717
123,59.34649976021178,18.072717401276144
124,59.34650006693788,18.072714845123656
125,59.34650039660148,18.072712410385922
126,59.346500715720346,18.07271002261432
127,59.3465010453967,18.07270769569469
128,59.346501353240114,18.07270537047715
129,59.34650164832995,18.07270296431972
130,59.34650191295225,18.07270040291386
131,59.34650214293103,18.072697718497565
132,59.346502376516895,18.072695129879733
133,59.34650262704369,18.072692648430802
134,59.34650292920949,18.072690157666415
135,59.346503237689966,18.072687701859067
136,59.34650352170115,18.072685117501376
137,59.34650375911012,18.072682603527557
138,59.34650402954765,18.07268014078756
139,59.34650433846378,18.07267773595949
140,59.34650468001884,18.072675220008446
141,59.346505004486026,18.072672756392976
142,59.34650529703011,18.072670322853142
143,59.34650555405374,18.072667876439386
144,59.34650579664979,18.072665435319283
145,59.34650607814994,18.07266286425702
146,59.34650639199405,18.072660211215076
147,59.34650672675028,18.072657579145176
148,59.34650705598403,18.072655067959616
149,59.346507394199016,18.07265267454147
150,59.34650770666422,18.072650196487274
151,59.346507979994264,18.072647649828525
152,59.34650825599346,18.07264507764888
153,59.34650849560852,18.072642546117926
154,59.346508723307785,18.072640115632648
155,59.34650897904532,18.07263766620787
156,59.34650923973076,18.072635147986002
157,59.34650948604288,18.07263263671646
158,59.3465097231169,18.072630144272786
159,59.34651001098535,18.072627610671894
160,59.346510321109626,18.072625162374944
161,59.34651065667947,18.072622640893627
162,59.346511006980776,18.07262010997177
163,59.34651137805355,18.072617577042127
164,59.346511727124565,18.072615171110257
165,59.34651206480548,18.07261278278457
166,59.34651240119435,18.07261030240554
167,59.346512707874375,18.07260773876556
168,59.34651300395974,18.072605143719926
169,59.34651328917186,18.072602580678012
170,59.34651362757405,18.072600024902723
171,59.34651397111805,18.07259760358947
172,59.346514335157394,18.07259508666919
173,59.34651470932319,18.07259266415778
174,59.34651510440101,18.07259022101965
175,59.346515464887645,18.07258794121691
176,59.346515802198674,18.072585758998613
177,59.34651615456578,18.072583544383644
178,59.3465165066584,18.072581253675615
179,59.34651682910983,18.072579010641046
180,59.34651712795475,18.072576729227233
181,59.34651742792958,18.072574415651264
182,59.346517751187974,18.07257215087001
183,59.34651807437488,18.07257019992315
184,59.3465183941754,18.072568443724187
185,59.34651864072383,18.072566875163744
186,59.34651879987072,18.0725653774307
187,59.34651893987899,18.072563985164457
188,59.34651907349091,18.072562562806656
189,59.346519227074985,18.072561101020337
190,59.346519463579384,18.07255964981098
191,59.34651976239165,18.072558326149192
192,59.346520045750374,18.07255706333869
193,59.34652029214451,18.07255592541225
194,59.34652052883752,18.07255480249393
195,59.346520821979986,18.072553540556665
196,59.346521207467134,18.07255217237861
197,59.346521672603686,18.07255070615958
198,59.34652215046523,18.072549258682514
199,59.346522603523084,18.07254782642017
200,59.346523066423174,18.072546309819632
201,59.34652358225859,18.072544611641952
202,59.34652413676781,18.072542847999408
203,59.34652470757609,18.072541059779233
204,59.346525254158685,18.072539195083042
205,59.34652584457543,18.07253728416489
206,59.34652646756625,18.072535336517348
207,59.34652711730578,18.072533330851492
208,59.34652780288628,18.07253124016018
209,59.34652854761458,18.07252897671232
210,59.34652926403967,18.072526826599464
211,59.34652997777461,18.072524705314876
212,59.34653070009198,18.07252263960628
213,59.34653138128489,18.072520604874153
214,59.34653205835936,18.072518422983364
215,59.34653274126063,18.07251616824876
216,59.34653346982798,18.072513950087213
217,59.34653417568293,18.072511827989306
218,59.346534908416935,18.072509553112457
219,59.34653566385966,18.072507234603066
220,59.34653642803337,18.072504860248443
221,59.346537163385136,18.072502581709553
222,59.34653787425097,18.07250048810566
223,59.346538634371655,18.072498446187595
224,59.34653948197698,18.07249630623004
225,59.34654033454902,18.072494183516593
226,59.34654121922593,18.072492120288594
227,59.34654209323853,18.072490225607712
228,59.34654299238038,18.0724883362503
229,59.346543960798925,18.07248631712314
230,59.34654493424249,18.07248427843996
